score,title,type,genres,studios,main_actors
7.14,.hack//Sign,TV,Adventure Fantasy Game Magic Mystery Sci-Fi,Bandai_Visual Yomiko_Advertising Bandai CyberConnect2 FUNimation_Entertainment Bandai_Entertainment Bee_Train,Nakata_Kazuhiro Toyoguchi_Megumi Nazuka_Kaori Saiga_Mitsuki 
7.43,Trinity_Seven,TV,Action Comedy Ecchi Fantasy Harem Magic Romance School Shounen Supernatural,TV_Tokyo Avex_Entertainment Sotsu Plum Sentai_Filmworks Seven_Arcs_Pictures,Hara_Yumi Yuzuki_Ryouka Uchida_Aya Matsuoka_Yoshitsugu Sakura_Ayane Murakawa_Rie Touyama_Nao Hikasa_Yoko 
8.04,Non_Non_Biyori,TV,Comedy School Seinen Slice_of_Life,TV_Tokyo Lantis Media_Factory Kadokawa_Shoten AT-X Sony_Music_Communications Sentai_Filmworks Silver_Link.,Murakawa_Rie Asumi_Kana Sakura_Ayane Koiwai_Kotori 
7.16,Punch_Line,TV,Comedy Ecchi Sci-Fi Super_Power Supernatural,Aniplex Dentsu Fuji_TV MAGES. Kyoraku_Industrial_Holdings Kansai_Telecasting_Corporation Sentai_Filmworks MAPPA,Tomatsu_Haruka Kugimiya_Rie Kotobuki_Minako Inoue_Marina Amamiya_Sora 
6.81,Astarotte_no_Omocha!,TV,Comedy Demons Ecchi Fantasy Romance Seinen,Kadokawa_Shoten Pony_Canyon DAX_Production KlockWorx ASCII_Media_Works Diomedea,Tamura_Yukari Satou_Rina Kugimiya_Rie 
7.61,Yozakura_Quartet:_Hana_no_Uta,TV,Action Comedy Magic Shounen Super_Power Supernatural,Tatsunoko_Production,Kaji_Yuki Sawashiro_Miyuki Fujita_Saki Fukuen_Misato 
7.77,Ichigo_Mashimaro,TV,Slice_of_Life Comedy,TBS Movic Sentai_Filmworks Geneon_Entertainment_USA Daume,Noto_Mamiko Nabatame_Hitomi Chiba_Saeko Orikasa_Fumiko Kawasumi_Ayako 
7.37,Nichijou:_Nichijou_no_0-wa,OVA,Comedy School Slice_of_Life,Animation_Do FUNimation_Entertainment Kyoto_Animation,Honda_Mariko Togashi_Misuzu Aizawa_Mai Shiraishi_Minoru Furuya_Shizuka Konno_Hiromi 
7.61,Senyuu._2,TV,Action Comedy Fantasy Parody Shounen,TV_Tokyo Bandai_Visual Lantis Barnum_Studio Dwango Good_Smile_Company Ordet LIDENFILMS,Shimono_Hiro Nakamura_Yuuichi Kayano_Ai 
7.26,Kenkou_Zenrakei_Suieibu_Umishou,TV,Ecchi Sports Comedy School Shounen,Geneon_Universal_Entertainment Marvelous_Entertainment Pony_Canyon Pony_Canyon_Enterprise Artland,Toyosaki_Aki Toyonaga_Toshiyuki Hanamura_Satomi Nabatame_Hitomi 
7.17,Kannagi:_Moshimo_Kannagi_ga_Attara...,Special,Comedy School Shounen Supernatural,Aniplex Bandai_Entertainment A-1_Pictures Ordet,Kakihara_Tetsuya Sawashiro_Miyuki Shimono_Hiro Tomatsu_Haruka Hanazawa_Kana 
6.76,Fate/Zero:_Onegai!_Einzbern_Soudanshitsu,Special,Comedy,Aniplex Aniplex_of_America ufotable,Kanemoto_Hisako Ohara_Sayaka 
7.49,One_Piece:_Mamore!_Saigo_no_Dai_Butai,Special,Adventure Comedy Fantasy Shounen,Toei_Animation,Tanaka_Mayumi Okamura_Akemi Yamaguchi_Yuriko Sonobe_Keiichi Nakai_Kazuya Hirata_Hiroaki Ootani_Ikue Yamaguchi_Kappei 
7.31,Video_Girl_Ai,OVA,Comedy Drama Ecchi Romance,Shueisha Production_I.G,Hayashibara_Megumi Kusao_Takeshi 
6.88,R-15_OVA,OVA,Adventure Comedy Ecchi Harem Parody Romance,AIC,Kashiyama_Nanami 
5.96,Koi_Koi_7,TV,Comedy Harem Romance,Trinet_Entertainment Discotek_Media Studio_Flag,Gotou_Saori Inamura_Yuuna Koyama_Kimiko Ito_Ayako Gibu_Yuko Tai_Yuuki Kawase_Akiko 
7.21,Kaibutsu_Oujo_(OVA),OVA,Action Comedy Horror Shounen Supernatural,Tatsunoko_Production,Irino_Miyu Toyosaki_Aki Hayami_Saori Kitamura_Eri 
6.89,Sonic★the★Hedgehog,OVA,Adventure Comedy Sci-Fi Shounen,Sega ADV_Films Studio_Pierrot,Takiguchi_Junpei Kikuchi_Masami Matsumoto_Yasunori 
6.66,Nobunaga_no_Shinobi,TV,Comedy Historical,TMS_Entertainment,Minase_Inori Hatano_Wataru Murase_Ayumu 
6.33,Sakura_Tsuushin,OVA,Comedy Drama Romance Slice_of_Life,Kitty_Films Studio_Tulip ADV_Films Shaft,Madono_Mitsuaki Hikami_Kyouko 
7.12,Kaibutsu_Oujo:_Konsui_Oujo,Special,Comedy Horror Supernatural,Lantis Sentai_Filmworks Madhouse,Ooura_Fuyuka Noto_Mamiko Kawasumi_Ayako Kaida_Yuuko 
6.25,Quiz_Magic_Academy:_The_Original_Animation,OVA,Comedy Fantasy Magic School,AIC_Plus+,Hase_Yurina Tamura_Yukari Nagashima_Yuuko Kuwashima_Houko Asano_Masumi 
6.08,Nurse_Witch_Komugi-chan_R,TV,Comedy Magic Parody,VAP Nippon_Television_Network_Corporation Sentai_Filmworks Tatsunoko_Production,Koichi_Makoto Yamazaki_Erii Tomoe_Kei 
7.72,Diamond_no_Ace_OVA,OVA,Sports Comedy School Shounen,Production_I.G Madhouse,Shimono_Hiro Hanae_Natsuki Okamoto_Nobuhiko Asanuma_Shintaro 
7.45,Hikaru_no_Go:_New_Year_Special,Special,Game Comedy Supernatural Shounen,Studio_Pierrot,Chiba_Susumu Kawakami_Tomoko Kobayashi_Sanae 
6.90,Corrector_Yui,TV,Sci-Fi Adventure Comedy Magic,NHK Studio_Tron Viz_Media Nippon_Animation,Nishimura_Tomohiro Ohmoto_Makiko Kagata_Yuko Mugihito Araki_Kae 
6.60,Hi☆sCoool!_SeHa_Girls,TV,Game Comedy,Sega Discotek_Media TMS_Entertainment,Ichimichi_Mao Tanaka_Minami Tano_Asami Takayama_Yuuko Izawa_Shiori Yamaoka_Yuri Mikami_Shiori Hayashi_Saori Momono_Haruna Aizawa_Mai Tanaka_Manami Takahashi_Minami Serizawa_Yuu Oozora_Naomi Kano_Yui Inoue_Marina Uesaka_Sumire 
6.67,Pokemon:_Pikachu_no_Dokidoki_Kakurenbo,Movie,Adventure Comedy Fantasy Kids,4Kids_Entertainment Miramax_Films OLM,Inuyama_Inuko Ootani_Ikue Koorogi_Satomi 
6.61,Seikimatsu_Occult_Gakuin_Specials,Special,Comedy Supernatural School,Aniplex NIS_America,_Inc. Xebec A-1_Pictures,Hikasa_Yoko Takagaki_Ayahi 
7.78,Jungle_wa_Itsumo_Hare_nochi_Guu_Final,OVA,Slice_of_Life Comedy,Bandai_Visual Shin-Ei_Animation,Watanabe_Naoko Aikawa_Rikako Morota_Kaoru 
7.48,Akazukin_Chacha,TV,Adventure Comedy Fantasy Magic Romance Shoujo,Nihon_Ad_Systems Shueisha Studio_Gallop,Suzuki_Masami Katori_Shingo Hidaka_Noriko 
7.49,Ghost_in_the_Shell:_Stand_Alone_Complex_-_Tachikoma_na_Hibi_(TV),TV,Comedy Mecha Sci-Fi,Production_I.G,Tamagawa_Sakiko 
5.36,Litchi_DE_Hikari_Club,TV,Comedy Drama Horror Psychological Romance,Nelke_Planning Kachidoki_Studio,Tamaki_Yuki Honoka_Rin Ore_no_Graffiti Nakao_Akiyoshi Kimura_Ryou 
7.21,Cat,s_Eye,TV,Action Adventure Comedy Mystery Romance,Nozomi_Entertainment Tokyo_Movie_Shinsha 
7.38,Detective_Conan_OVA_07:_A_Challenge_from_Agasa!_Agasa_vs._Conan_and_the_Detective_Boys,OVA,Adventure Police Comedy Mystery Shounen,TMS_Entertainment,Ogata_Kenichi Takayama_Minami Hayashibara_Megumi Takagi_Wataru Ootani_Ikue Iwai_Yukiko 
6.95,Silent_Mobius,TV,Action Comedy Drama Fantasy Horror Magic Romance Sci-Fi,Sotsu Radix Bandai_Entertainment,Hiramatsu_Akiko Fujita_Toshiko Yamaguchi_Kappei Koyama_Mami Matsui_Naoko Nagahori_Miho Tsuru_Hiromi Honda_Chieko Okamoto_Maya 
7.37,Detective_Conan_OVA_05:_The_Target_is_Kogoro!_The_Detective_Boys,_Secret_Investigation,OVA,Adventure Police Comedy Mystery Shounen,TMS_Entertainment 
7.66,Detective_Conan_Magic_File_2:_Kudou_Shinichi_-_The_Case_of_the_Mysterious_Wall_and_the_Black_Lab,OVA,Adventure Police Comedy Mystery Shounen,TMS_Entertainment,Nakahara_Shigeru Takayama_Minami Yamaguchi_Kappei Yamazaki_Wakana 
6.75,Koihime†Musou_OVA,OVA,Comedy Fantasy School,Marvelous_Entertainment Sentai_Filmworks Doga_Kobo,Kurokawa_Nami Narumi_Erika Kobayashi_Maki Motoi_Emi Nishizawa_Hiroka 
6.36,Psychic_Academy,TV,Comedy Romance Supernatural,Starchild_Records E&G_Films GANSIS,Higasayama_Tsugumi Tanaka_Rie Sakaguchi_Daisuke 
7.95,Tanoshii_Muumin_Ikka,TV,Adventure Comedy Fantasy Kids Slice_of_Life,TV_Tokyo Starchild_Records Telescreen_BV,Kanai_Mika Sakuma_Rei Tani_Ikuko Ootsuka_Akio Takayama_Minami Nakao_Ryuusei Koyasu_Takehito 
6.94,Recorder_to_Randoseru,OVA,Slice_of_Life Comedy School Seinen,Takeshobo Seven,Kugimiya_Rie Okiayu_Ryotaro 
7.95,Detective_Conan_OVA_10:_Kid_in_Trap_Island,OVA,Adventure Comedy Mystery Police Shounen,TMS_Entertainment,Takayama_Minami Takagi_Wataru Yamaguchi_Kappei Ootani_Ikue Iwai_Yukiko 
7.05,CLAMP_Gakuen_Tanteidan,TV,Action Comedy Mystery,Bandai_Visual Bandai_Entertainment Maiden_Japan Studio_Pierrot,Minami_Omi Okamura_Akemi Niiyama_Shiho 
7.69,Slam_Dunk:_Shouhoku_Saidai_no_Kiki!_Moero_Sakuragi_Hanamichi,Movie,Comedy Drama School Shounen Slice_of_Life Sports,Toei_Animation,Yanada_Kiyoyuki Okiayu_Ryotaro Shioya_Yoku Midorikawa_Hikaru Kusao_Takeshi 
6.07,Divergence_Eve,TV,Adventure Comedy Drama Mecha Military Sci-Fi Space,Media_Factory Imagica KlockWorx ADV_Films Sentai_Filmworks Radix,Takagi_Reiko Kakazu_Yumi Mizusawa_Fumie 
7.02,Project_A-Ko,Movie,Action Adventure Comedy Mecha Sci-Fi Super_Power,SOEISHINSHA Discotek_Media APPP,Ikeda_Shuuichi Genda_Tessyo Shinohara_Emi Tomizawa_Michie Itou_Miki 
7.06,Dominion,OVA,Comedy Mecha Police Sci-Fi,Toshiba_Entertainment Central_Park_Media Agent_21,Tsuru_Hiromi 
7.78,Slam_Dunk:_Hoero_Basketman-damashii!_Hanamichi_to_Rukawa_no_Atsuki_Natsu,Movie,Comedy Drama School Shounen Slice_of_Life Sports,Toei_Animation,Yanada_Kiyoyuki Okiayu_Ryotaro Shioya_Yoku Ishida_Akira Midorikawa_Hikaru Kusao_Takeshi 
6.75,Yama_no_Susume:_Kabette_Kowakunai_no?,Special,Comedy Slice_of_Life,Earth_Star_Entertainment 8bit,Ogura_Yui Asumi_Kana Hikasa_Yoko Iguchi_Yuka 
7.32,Ojamajo_Doremi_Sharp,TV,Comedy Magic Shoujo,Asahi_Broadcasting_Corporation Toei_Animation,Akiya_Tomoko Ishige_Sawa Chiba_Chiemi Nagasawa_Nao Ootani_Ikue Shishido_Rumi Matsuoka_Yuki 
7.18,Kazemakase_Tsukikage_Ran,TV,Adventure Comedy Historical Martial_Arts Samurai,Bandai_Visual Bandai_Entertainment Madhouse,Okamura_Akemi Yasuhara_Reiko 
6.65,Miss_Monochrome:_The_Animation_3,TV,Comedy Music Slice_of_Life,Starchild_Records Magic_Capsule SANZIGEN LIDENFILMS,Asumi_Kana Fujiwara_Keiji Horie_Yui Kamiya_Hiroshi 
7.21,Photon,OVA,Action Adventure Comedy Drama Ecchi Mecha Romance Sci-Fi,AIC Movic Central_Park_Media,Kuroda_Yumi Takeuchi_Junko Horie_Yui Yoshizumi_Kozue 
7.26,Mahoromatic_Summer_Special,Special,Ecchi Romance Comedy Sci-Fi,Sentai_Filmworks Geneon_Entertainment_USA Gainax Shaft,Kawasumi_Ayako Takimoto_Fujiko 
6.72,Digimon_Savers_the_Movie:_Kyuukyoku_Power!_Burst_Mode_Hatsudou!!,Movie,Action Adventure Comedy Fantasy Shounen,Toei_Animation,Matsuno_Taiki Nakai_Kazuya Yukana Yajima_Akiko 
6.67,.hack//G.U._Trilogy:_Parody_Mode,Special,Fantasy Game Comedy Sci-Fi Parody,Bandai_Visual,Kawasumi_Ayako Sakurai_Takahiro Touchi_Hiroki Yamazaki_Takumi 
8.15,Kyou_kara_Ore_wa!!,OVA,Comedy Shounen,Studio_Pierrot,Hori_Hideyuki Matsumoto_Yasunori 
8.14,Gintama:_Jump_Festa_2015_Special,Special,Action Parody Comedy Samurai Historical Shounen,TV_Tokyo Dentsu Bandai_Namco_Pictures,Kugimiya_Rie Sugita_Tomokazu Sakaguchi_Daisuke 
7.32,Bakuman.:_Deraman.,Special,Comedy School Shounen,NHK J.C.Staff,Abe_Atsushi Hino_Satoshi 
5.97,Fushigi_na_Somera-chan,TV,Comedy Magic Slice_of_Life,DAX_Production Dream_Creation Seven,Hondo_Kaede Nakaya_Sayaka 
7.66,Slam_Dunk:_Zenkoku_Seiha_Da!_Sakuragi_Hanamichi,Movie,Comedy Drama School Shounen Slice_of_Life Sports,Toei_Animation,Yanada_Kiyoyuki Okiayu_Ryotaro Shioya_Yoku Midorikawa_Hikaru Kusao_Takeshi 
7.69,Ike!_Ina-chuu_Takkyuubu,TV,Comedy Ecchi School Sports,Trans_Arts Kitty_Films TBS Grouper_Productions Studio_Jack Central_Park_Media Studio_Hibari,Shitanda_Michael Uehara_Sakura Yamazaki_Takumi Kaseda_Susumu Okano_Kousuke Takayama_Tsutomu Takato_Yasuhiro 
6.87,Senjou_no_Valkyria:_SenVal_Theater,Special,Comedy,Sega A-1_Pictures,Tozuka_Rie Kuwashima_Houko Inoue_Marina Kano_Yui Minagawa_Junko Agawa_Ryou 
7.90,Hidamari_Sketch_x_SP,Special,Slice_of_Life Comedy School,Sentai_Filmworks Shaft,Gotou_Yuuko Mizuhashi_Kaori Omigawa_Chiaki Harada_Hitomi Shintani_Ryouko Asumi_Kana 
6.73,DNA²_OVA,OVA,Comedy Drama Sci-Fi,Bandai_Visual Movic Central_Park_Media Discotek_Media Madhouse,Tominaga_Miina Kasahara_Hiroko Nanba_Keiichi 
7.15,Elf_wo_Karu_Mono-tachi_II,TV,Adventure Comedy Fantasy,Group_TAC ADV_Films Sentai_Filmworks,Miyamura_Yuko Tomizawa_Michie Mitsuishi_Kotono Seki_Tomokazu 
6.37,Kick-Heart,Movie,Sports Comedy Romance,Production_I.G,Honda_Takako Suzuki_Tatsuhisa 
7.43,Damekko_Doubutsu,TV,Comedy,SKY_Perfect_Well_Think Kids_Station Takeshobo Magic_Bus,Narita_Sayaka Aoki_Makoto Takagi_Motoki Sugiyama_Noriaki Morikawa_Toshiyuki 
7.47,Kuroko_no_Basket:_Oshaberi_Demo_Shimasen_ka,Special,Sports Comedy School Shounen,Production_I.G,Suwabe_Junichi Hosoya_Yoshimasa Nojima_Hirofumi Ono_Yuuki Kimura_Ryouhei Hamada_Kenji Ono_Kensho Ono_Daisuke Orikasa_Fumiko Suzumura_Kenichi Suzuki_Tatsuhisa 
6.46,Danchigai_Special,Special,Slice_of_Life Comedy,DAX_Production Creators_in_Pack,Horino_Sayaka Tokui_Sora Komatsu_Mikako Akesaka_Satomi Abe_Atsushi 
7.54,Puchi_Puri_Yuushi,TV,Comedy Fantasy Magic Shoujo,Gainax,Orikasa_Fumiko Kawasumi_Ayako Matsuoka_Yuki Fukui_Yukari Yamamoto_Maria 
6.80,Tsukuyomi:_Moon_Phase_Special,Special,Comedy Dementia Slice_of_Life,FUNimation_Entertainment Shaft,Saito_Chiwa 
6.77,Betterman,TV,Action Adventure Comedy Drama Horror Mecha Mystery Psychological Sci-Fi Shounen,Bandai_Entertainment Sentai_Filmworks Sunrise,Yamaguchi_Kappei Koyasu_Takehito Hikami_Kyouko 
6.76,Happy☆Lesson,OVA,Comedy Harem Romance School,KSS,Sasajima_Kaoru Kishio_Daisuke Asano_Ruri Kimura_Akiko Inoue_Kikuko Koyama_Kimiko 
6.36,Wooser_no_Sono_Higurashi,TV,Comedy Fantasy Slice_of_Life,TV_Tokyo Good_Smile_Company SANZIGEN,Nagamune_Haruka Ozawa_Minori Miyano_Mamoru 
7.55,Hetalia_Axis_Powers_Fan_Disc,OVA,Comedy Historical Parody,FUNimation_Entertainment Studio_Deen,Konishi_Katsuyuki Sasanuma_Akira Kanada_Aki Konno_Jun Neya_Michiko Kousaka_Atsushi Sugiyama_Noriaki 
7.57,Top_wo_Nerae!_&_Top_wo_Nerae_2!_Gattai_Movie!!,Movie,Comedy Mecha Shounen,Bandai_Visual_USA Gainax,Sakuma_Rei Sakamoto_Maaya Fukui_Yukari Hidaka_Noriko 
6.41,Koutetsu_Tenshi_Kurumi_2,TV,Comedy Mecha Romance Sci-Fi Shoujo_Ai Shounen,m.o.e. Pony_Canyon ADV_Films OLM,Kuwashima_Houko Kurata_Masayo Enomoto_Atsuko 
7.89,Ansatsu_Kyoushitsu_(TV)_2nd_Season:_Kagaijugyou-hen,ONA,Action Comedy School Shounen,Lerche,Fukuyama_Jun Fuchigami_Mai 
7.61,Gokudou-kun_Manyuuki,TV,Adventure Comedy Fantasy Magic,Trans_Arts SoftX Media_Blasters Discotek_Media,Kingetsu_Mami Shimaka_Yuu Yoshida_Sayuri Miki_Shinichiro Ishida_Akira 
6.70,Pokemon:_Pikachu_no_Fuyuyasumi,OVA,Adventure Comedy Fantasy Kids,4Kids_Entertainment OLM,Ootani_Ikue Koorogi_Satomi 
6.95,Youkai_Watch,TV,Comedy Kids Supernatural,Dentsu_Entertainment_USA OLM,Tomatsu_Haruka Kozakura_Etsuko Seki_Tomokazu 
6.82,Hyakko_OVA,OVA,Comedy,Nippon_Animation,Orikasa_Fumiko Kuwashima_Houko 
6.57,Takamiya_Nasuno_Desu!:_Teekyuu_Spin-off,TV,Comedy Shounen,DAX_Production Earth_Star_Entertainment Millepensee,Osaka_Ryota Narumi_Kyoko 
8.12,City_Hunter_2,TV,Action Comedy Mystery Shounen,ADV_Films Sunrise,Ikura_Kazue Kamiya_Akira 
7.38,Oh!_Edo_Rocket,TV,Comedy Drama Fantasy Historical Sci-Fi,Sunny_Side_Up Index Universal_Pictures_Japan FUNimation_Entertainment Madhouse,Kawashima_Tokuyoshi Yamadera_Kouichi Fujimura_Chika Soumi_Yoko 
7.09,Kodomo_no_Jikan_Recap,OVA,Comedy Ecchi School,Diomedea,Majima_Junji Shindou_Kei Kitamura_Eri Kadowaki_Mai 
6.19,Itsudatte_My_Santa!,OVA,Ecchi Fantasy Romance Comedy Shounen,Three_Fat_Samurai Sol_Blade FUNimation_Entertainment TNK,Hirano_Aya Kamei_Jun 
7.31,Detective_Conan_OVA_03:_Conan_and_Heiji_and_the_Vanished_Boy,OVA,Adventure Mystery Comedy Police Shounen,Shogakukan_Productions TMS_Entertainment,Takayama_Minami Iwai_Yukiko Horikawa_Ryo Takagi_Wataru Ootani_Ikue 
6.21,Kujibiki_Unbalance,OVA,Comedy Romance School,Genco Lantis Kids_Station Toshiba_Entertainment Media_Blasters Palm_Studio,Kanda_Akemi Tamura_Yukari Imai_Yuka Ootani_Ikue Kaida_Yuuko 
6.50,Choujuushin_Gravion,TV,Action Comedy Mecha Sci-Fi Shounen,Imagica ADV_Films Gonzo,Nakahara_Mai Ikezawa_Haruna Kuwashima_Houko Hayami_Show Suzumura_Kenichi Asakawa_Yuu Fukuyama_Jun 
8.02,Akachan_to_Boku,TV,Comedy Drama Shoujo,Youmex Yomiuri_Advertising Studio_Pierrot,Miyamoto_Mitsuru Sakamoto_Chika Yamaguchi_Kappei 
6.87,Teekyuu_5,TV,Comedy Shounen Sports,DAX_Production Earth_Star_Entertainment Millepensee,Hanazawa_Kana Watanabe_Yui Mimori_Suzuko Narumi_Kyoko 
6.26,Haiyoru!_Nyaruani:_Remember_My_Love(craft-sensei)_Special,Special,Comedy Sci-Fi,DLE,Asumi_Kana Kitamura_Eri 
7.56,Detective_Conan_OVA_06:_Follow_the_Vanished_Diamond!_Conan_&_Heiji_vs._Kid!,OVA,Police Comedy Mystery Shounen,TMS_Entertainment,Takayama_Minami Horikawa_Ryo 
5.62,Double-J,TV,Comedy School Shounen,DLE,Katou_Emiri Satou_Kanami Omigawa_Chiaki Ohashi_Ayuru 
6.80,Madan_no_Ou_to_Vanadis:_Tigre-kun_to_Vanadi-chu,ONA,Comedy,Media_Factory FUNimation_Entertainment Studio_PuYUKAI,Tomatsu_Haruka Ishikawa_Kaito 
6.72,Chrno_Crusade:_Az_demo_Wakaru_Chrno_Crusade_Kouza,Special,Adventure Comedy Demons Historical Supernatural,ADV_Films FUNimation_Entertainment Gonzo,Chiba_Saeko 
7.45,Mobile_Police_Patlabor,OVA,Comedy Mecha Police Sci-Fi,Tohokushinsha_Film_Corporation Central_Park_Media Maiden_Japan Studio_Deen,Oobayashi_Ryuusuke Tominaga_Miina Ikemizu_Michihiro Saka_Osamu Furukawa_Toshio Futamata_Issei 
6.71,Trava:_Fist_Planet,OVA,Action Comedy Mecha Sci-Fi Space,Madhouse,Tsuda_Kanji Kohinata_Shie Morishita_Yoshiyuki 
7.43,Detective_Conan_OVA_02:_16_Suspects,OVA,Adventure Mystery Comedy Police Shounen,TMS_Entertainment,Takayama_Minami Yamaguchi_Kappei Horikawa_Ryo 
5.45,Urawa_no_Usagi-chan,TV,Comedy School Slice_of_Life,Grooove Glovision Harappa A-Real,Kubota_Miyu Akesaka_Satomi Tamura_Nao Ookubo_Rumi Watanabe_Keiko Tojo_Hisako Taichi_You Seto_Asami 
7.51,Taiho_Shichau_zo,OVA,Action Comedy Police Seinen,Bandai_Visual TBS Kodansha Marubeni Animeigo Studio_Deen,Hiramatsu_Akiko Tamagawa_Sakiko 
7.42,Ou_Dorobou_Jing_in_Seventh_Heaven,OVA,Adventure Fantasy Psychological Comedy Shounen,Aniplex ADV_Films FUNimation_Entertainment Studio_Deen,Saiga_Mitsuki 
6.75,Ikkitousen:_Xtreme_Xecutor_Specials,Special,Comedy Ecchi,Genco FUNimation_Entertainment Arms TNK,Asakawa_Yuu Horie_Yui Nabatame_Hitomi Endou_Aya Kaida_Yuuko Takahashi_Mikako Asano_Masumi 
7.69,Chuuka_Ichiban!,TV,Action Comedy Drama Shounen,Nippon_Animation,Okiayu_Ryotaro Canna_Nobutoshi Tanaka_Mayumi Yukino_Satsuki Yanaka_Hiroshi Sakamoto_Chika 
7.99,Hetalia:_The_Beautiful_World_Specials,Special,Comedy Historical Parody,FUNimation_Entertainment Studio_Deen,Yasumoto_Hiroki Namikawa_Daisuke 
7.11,Mudazumo_Naki_Kaikaku:_The_Legend_of_Koizumi,OVA,Comedy Game Parody Seinen,Studio_Mausu TYO_Animations,Morikawa_Toshiyuki Itou_Shizuka Fukuyama_Jun 
6.84,Shinkon_Gattai_Godannar!!,TV,Ecchi Comedy Mecha Romance Sci-Fi,AIC ADV_Films Sentai_Filmworks OLM,Nakahara_Mai Kondou_Takayuki 
5.99,Cosplay_Complex,OVA,Comedy Ecchi Parody School,Lantis Happinet_Pictures ADV_Films TNK,Takahashi_Chiaki Nogawa_Sakura Shimizu_Ai 
7.46,Wagamama☆Fairy_Mirumo_de_Pon!,TV,Kids Adventure Fantasy Magic Comedy Romance School Drama Shoujo,Trinity_Sound Viz_Media Studio_Hibari,Hitomi Hoshi_Soichiro Nakahara_Mai Kozakura_Etsuko Kugimiya_Rie Omimura_Mayuko Suzuki_Akiko Tokumoto_Yukitoshi 
7.94,Hidamari_Sketch_x_☆☆☆_Specials,Special,Slice_of_Life Comedy School,Lantis Sentai_Filmworks Shaft,Gotou_Yuuko Mizuhashi_Kaori Omigawa_Chiaki Harada_Hitomi Shintani_Ryouko Asumi_Kana 
7.11,Dr._Slump,TV,Slice_of_Life Comedy Sci-Fi Shounen,Fuji_TV Toei_Animation,Teppouzuka_Yoko Kawata_Taeko Minaguchi_Yuko Mukai_Mariko 
7.47,Slam_Dunk_(Movie),Movie,Comedy Drama School Shounen Slice_of_Life Sports,Toei_Animation,Yanada_Kiyoyuki Midorikawa_Hikaru Kusao_Takeshi 
7.29,Motto!_Ojamajo_Doremi,TV,Magic Fantasy Comedy Shoujo,Asahi_Broadcasting_Corporation Toei_Animation,Miyahara_Nami Akiya_Tomoko Chiba_Chiemi Ishige_Sawa Nagasawa_Nao Ootani_Ikue Shishido_Rumi Matsuoka_Yuki 
6.80,Morita-san_wa_Mukuchi._2,TV,Comedy School Slice_of_Life,DAX_Production Takeshobo Seven,Nanjo_Yoshino Hayami_Saori Hanazawa_Kana Tomatsu_Haruka 
7.49,Tenchi_Muyou!_Ryououki:_Omatsuri_Zenjitsu_no_Yoru!,OVA,Comedy Harem Romance Sci-Fi Shounen,Pioneer_LDC FUNimation_Entertainment Geneon_Entertainment_USA AIC,Kobayashi_Yuko Orikasa_Ai Mizutani_Yuuko Takada_Yumi Yokoyama_Chisa Kikuchi_Masami 
7.95,Jungle_wa_Itsumo_Hare_nochi_Guu_Deluxe,OVA,Comedy Slice_of_Life,Bandai_Visual FUNimation_Entertainment Shin-Ei_Animation,Watanabe_Naoko Aikawa_Rikako Morota_Kaoru 
6.87,Hikari_to_Mizu_no_Daphne,TV,Comedy Drama Mystery Police Psychological Sci-Fi,Genco Lantis Toshiba_Entertainment Sentai_Filmworks Geneon_Entertainment_USA J.C.Staff,Nakahara_Mai 
7.39,Saber_Marionette_J_to_X,TV,Action Adventure Comedy Harem Mecha Sci-Fi,TV_Tokyo Sotsu Bandai_Entertainment Hal_Film_Maker,Hiramatsu_Akiko Shiratori_Yuri Hayashibara_Megumi Imai_Yuka Takano_Urara 
7.84,Yowamushi_Pedal_Movie,Movie,Comedy Drama Shounen Sports,TOHO_animation TMS_Entertainment,Toriumi_Kousuke Fukushima_Jun Yamashita_Daiki 
6.33,.hack//Tasogare_no_Udewa_Densetsu:_Offline_de_Aimashou,Special,Adventure Comedy Fantasy Game Sci-Fi,Bee_Train,Nakahara_Mai Minagawa_Junko 
7.28,Genshiken_Nidaime_OVA,OVA,Comedy Parody Slice_of_Life,Production_I.G,Oozora_Naomi Yamamoto_Nozomi 
7.65,Jigoku_Sensei_Nube,TV,Adventure Comedy Horror Romance School Shounen Supernatural,Toei_Animation,Tominaga_Miina Kasahara_Rumi Tanaka_Kazunari Urawa_Megumi Okiayu_Ryotaro Takimoto_Fujiko Fujita_Toshiko 
6.84,Working,!!_Announcement_Specials,ONA,Comedy,A-1_Pictures 
7.79,Dragon_Quest:_Dai_no_Daibouken,TV,Adventure Comedy Demons Magic Martial_Arts Fantasy Shounen,Toei_Animation,Fujita_Toshiko Hori_Hideyuki Tominaga_Miina Nanba_Keiichi 
6.39,Kujibiki♥Unbalance,TV,Comedy Romance School,Genco Lantis Media_Factory Media_Blasters Ajia-Do,Nonaka_Ai Kojima_Kazuko Takimoto_Fujiko Nishihara_Kumiko Koshimizu_Ami 
7.29,Rockman.EXE_Axess,TV,Action Adventure Comedy Game Mecha Sci-Fi Shounen,TV_Tokyo Shogakukan_Productions Xebec,Matsukaze_Masaya Higa_Kumiko Saiga_Mitsuki Kimura_Akiko Jou_Masako Mizuhashi_Kaori 
7.35,Sabagebu!_Specials,Special,Action Comedy Military Shoujo,Lantis Sentai_Filmworks Pierrot_Plus,Touyama_Nao 
